https://youtube.com,youtube
https://linus-behrens.de,linus behrens
https://chatgpt.com,ChatGPT
https://github.com/linusbehrens?tab=repositories,GitHub
https://sr.ht/,SourceHut
https://codeberg.org,CodeBerg

https://github.com/BreadOnPenguins/scripts,dmenu scripts
https://www.youtube.com/watch?v=4JWeU78A95c,dmenu example
https://www.terminal.shop/api,terminal shop api
https://github.com/qutebrowser/qutebrowser/releases,qutebrowser

https://www.bee-link.com/en-de/products/beelink-me-mini-n150?variant=47599172976882,nas bee link
